acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto
1 IPC 1860,"B-45, RAM NAGAR, KIRAN GARDAN, UTTAM NAGAR NEW DELHI",,,,SOUTH-EAST,8955015170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170019,,2017-01-12,AMBEDKAR NAGAR,17:50,498A/406/34,,
1 IPC 1860,"HOME NO. 9/11, DAKSHIN PURI",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955015170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170020,5,2017-01-13,AMBEDKAR NAGAR,01:00,363,15:00,15:00
1 IPC 1860,"HOME NO. G 228, GALI K BAHAR, DAKSHIN PURI, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955015170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170021,5,2017-01-13,AMBEDKAR NAGAR,17:15,379,13:00,13:00
1 IPC 1860,"NEAR C II 255, MADANGIR, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955015170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170022,7,2017-01-13,AMBEDKAR NAGAR,23:06,379,20:00,20:00
1 IPC 1860,"NEAR RPS COLONY GATE NO 2, MB ROAD, KHANPUR, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955015170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170023,7,2017-01-14,AMBEDKAR NAGAR,18:35,379/34,20:30,20:30
1 IPC 1860,"BRT ROAD NEAR SANTOSHI MATA MANDIR, BUS STAND MADANGIR NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955015170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170024,6,2017-01-15,AMBEDKAR NAGAR,18:30,379/34,17:00,17:00
1 IPC 1860,"H NO 9/146, DAKSHIN PURI, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH-EAST,8955015170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170025,4,2017-01-16,AMBEDKAR NAGAR,23:58,363,10:00,10:00
1 IPC 1860,"H NO 15/114, DAKSHIN PURI",,,,SOUTH-EAST,8955015170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170026,,2017-01-17,AMBEDKAR NAGAR,03:30,376,,
1 IPC 1860,"IN FRONT OF J-125, DAKSHIN PURI, NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955015170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170027,1,2017-01-17,AMBEDKAR NAGAR,07:15,302,00:30,00:30
1 IPC 1860,"KALI BUILDING SCHOOL, DAKSHIN PURI NEW DELHI",,,,SOUTH-EAST,8955015170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170028,,2017-01-18,AMBEDKAR NAGAR,00:10,363,,
1 IPC 1860,"INFRONT OF H NO B 325, DAKSHIN PURI, NEW DELHI",,,,SOUTH-EAST,8955015170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170029,,2017-01-18,AMBEDKAR NAGAR,17:40,354(D)/506,,
1 IPC 1860,"H NO B I/378 1ST FLOOR, MADANGIR NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955015170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170030,,2017-01-19,AMBEDKAR NAGAR,19:35,380,14:30,16:30
1 IPC 1860,"E I 342, MADANGIR NEW DELHI",,,,SOUTH-EAST,8955015170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170031,,2017-01-19,AMBEDKAR NAGAR,19:40,403/498A/34,,
"1 DELHI EXCISE ACT, 2009","RD MARG, IN FRONT OF POOJA MASALA, GOVIND PURI, NEW DELHI, 110019",2017-01-04,2017-01-04,Wednesday,SOUTH-EAST,8955002170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170003,2,2017-01-04,GOVIND PURI,09:25,33/52,06:05,06:05
1 IPC 1860,"RZ 20A, GALI NO. 5, I FLOOR, TKD EXTN., NEW DELHI, 110019",2017-01-03,2017-01-04,INTERVENING DAY,SOUTH-EAST,8955002170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170004,,2017-01-04,GOVIND PURI,13:50,457/380,20:30,10:00
1 IPC 1860,"H NO. 139, POCKET 8, KALKAJI EXTN., NEW DELHI, 110019",,,,SOUTH-EAST,8955002170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170005,,2017-01-04,GOVIND PURI,15:25,451/509/506,,
1 IPC 1860,"MB ROAD, BUS STOP, TKD VILL., NEW DELHI",2017-01-04,2017-01-04,Wednesday,SOUTH-EAST,8955002170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170006,7,2017-01-04,GOVIND PURI,22:45,379,20:00,20:00
1 IPC 1860,"0-82, BHOOMIHEEN CAMP, GOVIND PURI, NEW DELHI",2017-01-04,2017-01-04,Wednesday,SOUTH-EAST,8955002170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170007,6,2017-01-05,GOVIND PURI,00:50,363,18:00,18:00
1 IPC 1860,"{IF-[WW TRANSIT CAMP, GOVIND PURI, NEW DELHI",2016-11-15,2016-11-15,Tuesday,SOUTH-EAST,8955002170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170008,6,2017-01-05,GOVIND PURI,14:05,308/341/34,16:30,16:30
1 IPC 1860,"RZ-2062, G FLOOR GALI No.27, TKD EXTN., NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH-EAST,8955002170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170009,7,2017-01-05,GOVIND PURI,19:30,188,18:00,19:10
1 IPC 1860,"0-229, NEHRU CAMP, GOVIND PURI, NEW DELHI, 110019",,,,SOUTH-EAST,8955002170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170010,,2017-01-06,GOVIND PURI,00:30,498A/406/34,,
1 IPC 1860,"RD MARG RED LIGHT, FISH MARKET, BH CAMP, GOVIND PURI, NEW DELHI, 110019",2017-01-05,2017-01-05,Thursday,SOUTH-EAST,8955002170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170011,7,2017-01-06,GOVIND PURI,05:30,379,21:05,21:05
1 IPC 1860,"A—32, TRANSIT CAMP, GOVIND PURI, NEW DELHI, 110019",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955002170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170012,5,2017-01-06,GOVIND PURI,16:45,188,15:30,15:30
1 IPC 1860,"A—6, TRANSIT CAMP, G PURI, NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH-EAST,8955002170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170013,6,2017-01-08,GOVIND PURI,21:35,354/341[506/509/3,17:30,17:30
1 IPC 1860,"FATEH SINGH MARG, NEAR NIRANKARI SCHOOL G PURI, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955002170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170014,3,2017-01-08,GOVIND PURI,21:50,279/337,07:30,07:30
1 IPC 1860,"NEAR GALI NO. 13, GOVIND PURI, NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH-EAST,8955002170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170015,7,2017-01-09,GOVIND PURI,00:35,379,21:30,21:30
1 IPC 1860,"17A/63, CHHURIYA MOHALLA, TKD VILLAGE, GOVIND PURI, NEW DELHI, NEW DELHI",,,,SOUTH-EAST,8955002170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170016,,2017-01-09,GOVIND PURI,15:00,448,,
1 IPC 1860,"PKT A-4, KORNAK APPARTMENT, KALKAJI EXTN, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955002170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170017,4,2017-01-09,GOVIND PURI,21:45,379,10:00,10:00
1 IPC 1860,"OIA ESTATE MARG, NEAR HANUMAN MANDIR, GOVIND PURI, NEW DELHI, 110019",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955002170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170018,1,2017-01-12,GOVIND PURI,02:44,397/392/411/34,01:15,01:15
1 IPC 1860,"(3-91, NAVJEEVAN CAMP, GOVIND PURI, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955002170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170019,7,2017-01-12,GOVIND PURI,22:00,188,20:30,20:30
1 IPC 1860,"MACHCHHI MARKET RD MARG, GOVINDPURI, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955002170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170020,8,2017-01-14,GOVIND PURI,01:20,356/379/34,23:00,23:00
1 IPC 1860,"NEEMTALA RAM CHANDER CHOWK, TKD VILLAGE, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955002170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170021,8,2017-01-14,GOVIND PURI,01:45,392/34,23:20,23:20
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): NORTH, 0.6 KM(s) Beat N0(Eﬁ?: arr.) : 895500204",,,,SOUTH-EAST,8955002170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170022,,,GOVIND PURI,,376/354(A)/323/50‘,,
1 IPC 1860,"MAJIDIYA HOSPITAL RD MARG, TKD EXTN., NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955002170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170023,5,2017-01-15,GOVIND PURI,18:55,279/337,13:00,13:00
1 IPC 1860,"B. BLOCK, NEHRU CAMP G PURI, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955002170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170024,7,2017-01-16,GOVIND PURI,05:35,341/308/323,19:30,19:30
1 IPC 1860,"H.NO. 317, KANGAR MOHALLA TUGLAKABAD, VILLAGE, NEW DELHI",2017-01-15,2017-01-16,INTERVENING DAY,SOUTH-EAST,8955002170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170025,,2017-01-17,GOVIND PURI,14:05,380,19:00,10:00
1 IPC 1860,"B-188, TRANSIT CAMP, G PURI, NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955002170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170026,7,2017-01-17,GOVIND PURI,20:00,188,19:00,19:00
1 IPC 1860,"NEAR GATE NO. 3, POCKET A-14, KALKAJI EXTN., NEW DELHI, 110019",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955002170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170027,8,2017-01-18,GOVIND PURI,01:40,279/337,22:15,22:15
1 IPC 1860,"266/4, 4TH FLOOR GOVINDPURI, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH-EAST,8955002170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170028,,2017-01-18,GOVIND PURI,22:40,380,08:00,19:00
1 IPC 1860,"OPPOSITE SATI MATA MANDIR, RD MARG, GOVINDPURI, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH-EAST,8955002170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170029,7,2017-01-18,GOVIND PURI,23:00,379/427,20:30,20:30
1 IPC 1860,"H.NO. 66/1, 2ND FLOOR, GOVIND PURI, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH-EAST,8955002170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170030,1,2017-01-19,GOVIND PURI,17:30,380,00:00,00:00
1 IPC 1860,"B-302, NAVJEEVAN CAMP, GOVINDPURI, NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955002170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170031,7,2017-01-19,GOVIND PURI,21:35,188,21:10,21:10
1 IPC 1860,"IN FRONT OF CNG PETROL PUMP, LONI ROAD, JYOTI NAGAR, DELHI",2017-01-02,2017-01-02,Monday,NORTH EAST,8173056170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170002,7,2017-01-02,JYOTI NAGAR,21:30,356/379/34,20:10,20:10
1 IPC 1860,"MAIN WAZIRABAD ROAD KABRISTAN, NEAR IDTR, DELHI",2017-01-03,2017-01-03,Tuesday,NORTH EAST,8173056170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170003,1,2017-01-03,JYOTI NAGAR,14:00,379/411/34,00:10,00:10
1 IPC 1860,"A—2/232, GALI NO. 02, AMAR COLONY, DELHI",,,,NORTH EAST,8173056170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170004,,2017-01-03,JYOTI NAGAR,17:30,498A/304B/34,,
1 IPC 1860,"RAJEEV AUTOMOBILE 100 FUTA ROAD, WEST JYOTI NAGAR, DELHI",2017-01-03,2017-01-03,Tuesday,NORTH EAST,8173056170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170005,7,2017-01-03,JYOTI NAGAR,21:45,356/379/34,20:30,20:30
1 IPC 1860,"H.NO. 0-24, GALI NO. 9, SHAKTI GARDEN, SHAHDARA, DELHI",2017-01-03,2017-01-03,Tuesday,NORTH EAST,8173056170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170006,6,2017-01-04,JYOTI NAGAR,22:40,363,16:00,16:00
1 IPC 1860,"MIG FLATS BUS STAND, WAZIRABAD ROAD, DELHI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173056170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170007,4,2017-01-05,JYOTI NAGAR,19:15,379/411/34,12:15,12:15
1 IPC 1860,"NEAR JYOTI NURSING HOME, SHAHDARA, DELHI",2017-01-07,2017-01-07,Saturday,NORTH EAST,8173056170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170008,4,2017-01-08,JYOTI NAGAR,00:55,279/337,10:00,10:00
1 IPC 1860,"H.NO. A-851, GALI NO. 11, MEET NAGAR, DELHI-94",2017-01-06,2017-01-06,Friday,NORTH EAST,8173056170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170009,4,2017-01-08,JYOTI NAGAR,17:55,363,10:00,10:00
1 IPC 1860,"IN FRONT OF KONARK PUBLIC SCHOOL, 100 FUTA ROAD, JYOTI NAGAR, DELHI",2017-01-08,2017-01-08,Sunday,NORTH EAST,8173056170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170010,7,2017-01-09,JYOTI NAGAR,00:15,356/379/34,21:00,21:00
1 IPC 1860,"NEAR SAMUDAY BHAWAN, JAL BOARD, ASHOK NAGAR, DELHI-93",2017-01-11,2017-01-11,Wednesday,NORTH EAST,8173056170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170011,7,2017-01-11,JYOTI NAGAR,21:40,356/379/34,20:40,20:40
1 IPC 1860,"D-1/40, GALI NO 1, ASHOK NAGAR, DELHI",2017-01-11,2017-01-11,Wednesday,NORTH EAST,8173056170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170012,7,2017-01-12,JYOTI NAGAR,08:00,363,19:30,19:30
1 IPC 1860,"MAIN LONI ROAD, IN FRONT OF PS. JYOTI NAGAR, UNDER CONSTRUCTION, SHAHDARA, DELHI",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173056170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170013,5,2017-01-12,JYOTI NAGAR,18:35,379/411/34,15:30,15:30
1 IPC 1860,"IN FRONT OF T.R SAWHNEY, SERVICE ROAD WAZIRABAD ROAD, MEET NAGAR, DELHI",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173056170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170014,8,2017-01-12,JYOTI NAGAR,23:30,379/356/34,22:15,22:15
1 IPC 1860,"NEAR ANNU RESTURANT WALI GALI, MEET NAGAR DELHI",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173056170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170015,4,2017-01-13,JYOTI NAGAR,12:00,324/34,12:00,12:00
1 IPC 1860,"H.NO. 341A, GALI NO. 10, MAIN ROAD, NEW KARDAMPURI, DELHI-94",2017-01-13,2017-01-13,Friday,NORTH EAST,8173056170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170016,6,2017-01-13,JYOTI NAGAR,18:20,188,17:00,17:00
1 IPC 1860,"LAXMI AUTO SPARE PARTS, MUNSHI RAM MARKET, ASHOK NAGAR, DELHI-93",2017-01-13,2017-01-13,Friday,NORTH EAST,8173056170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170017,6,2017-01-13,JYOTI NAGAR,19:30,283,18:30,18:30
"1 ARMS ACT, 1959","Distance from P.S (am i} g8 sh? Eran): WEST, 2.0 KM(S) Beat No(EﬁE arr.) : 817305601",,,,NORTH EAST,8173056170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170018,,,JYOTI NAGAR,,27/54/59,13/01/2017,13/01/2017
1 IPC 1860,DURGAPURI CHOWK SHD DL,2017-01-14,2017-01-14,Saturday,NORTH EAST,8173056170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170019,1,2017-01-14,JYOTI NAGAR,09:05,279/337,00:30,00:30
1 IPC 1860,"IN FRONT OF H NO H-51/ZB, WEST JYOTI NAGAR SHD DL",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173056170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170020,3,2017-01-14,JYOTI NAGAR,11:10,356/379/34,09:15,09:15
1 IPC 1860,"H NO 338, GALI N010, NEW KARDAMPURI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173056170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170021,4,2017-01-14,JYOTI NAGAR,13:30,188,12:30,12:30
1 IPC 1860,"GALI NO. 4, M 502, MAIN MANGAL BAZAR ROAD, AMAR COLONY, DELHI-94",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173056170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170022,6,2017-01-14,JYOTI NAGAR,18:50,283,16:45,16:45
1 IPC 1860,"MAIN WAZIRABAD ROAD, NEAR MIG FLAT BUS STAND, OPPOSITE, TR SHAWNEY SHOWROOM DELHI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173056170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170023,6,2017-01-14,JYOTI NAGAR,20:00,356/379/34,18:20,18:20
1 IPC 1860,"RAMLEELA GROUND, WEST JYOTI NAGAR, DELHI",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173056170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170024,5,2017-01-15,JYOTI NAGAR,16:00,379/411/34,13:50,13:50
1 IPC 1860,"A—2, MAIN WAZIRABAD ROAD, MEET NAGAR, DELHI.",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173056170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170025,6,2017-01-15,JYOTI NAGAR,17:30,283,16:50,16:50
1 IPC 1860,"H.NO. 24C, GALI NO. 01, OLD KARDAMPURI, NEAR PANCHAYTI CHAUPAL, DELHI.",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173056170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170026,6,2017-01-15,JYOTI NAGAR,19:15,188,18:00,18:00
1 IPC 1860,"D-30795, EAST GOKALPUR AMAR COLONY DELH",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173056170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170027,4,2017-01-16,JYOTI NAGAR,15:25,323/506/509/34,11:00,11:00
1 IPC 1860,"(3-288, LIG FLATS EAST OF LONI ROAD, DELHI",2017-01-16,2017-01-16,Monday,NORTH EAST,8173056170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170028,5,2017-01-16,JYOTI NAGAR,17:15,283,15:30,15:30
1 IPC 1860,"8-564, GALI NO. 01, MEET NAGAR, DELHI",2017-01-16,2017-01-16,Monday,NORTH EAST,8173056170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170029,6,2017-01-16,JYOTI NAGAR,17:40,188,17:00,17:00
1 IPC 1860,"DURGAPURI CHOWK, MAIN 100 FOOTA ROAD, BUS STAND NEAR POLICE BOOTH, DELHI",2017-01-16,2017-01-16,Monday,NORTH EAST,8173056170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170030,6,2017-01-16,JYOTI NAGAR,17:45,392/397/411/34,16:00,16:00
1 IPC 1860,"E 473/8, GALI N017, E BLOCK ASHOK NAGAR DELHI",2017-01-17,2017-01-17,Tuesday,NORTH EAST,8173056170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170031,4,2017-01-17,JYOTI NAGAR,13:40,188,12:30,12:30
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817304210",,,,NORTH EAST,8173042170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170002,,,SEELAMPUR,,354/354(A)/354(B)J,31/12/2016,31/12/2018
1 IPC 1860,"BIHARI BUILDING, SHASTRI PARK, DELHI.",2016-12-29,2016-12-29,Thursday,NORTH EAST,8173042170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170003,5,2017-01-02,SEELAMPUR,18:35,363,15:00,15:00
1 IPC 1860,"GT ROAD NEAR SDM OFFICE, WELCOME RED LIGHT, NEW SEELAMPUR, DELHI.",2017-01-02,2017-01-02,Monday,NORTH EAST,8173042170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170004,7,2017-01-03,SEELAMPUR,00:10,147/148/149/427,21:30,21:30
1 IPC 1860,"NEAR BIKANER, SWEETS, MAIN ROAD, BRAHAMPURI DELHI",2017-01-03,2017-01-03,Tuesday,NORTH EAST,8173042170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170005,7,2017-01-03,SEELAMPUR,21:45,356/379/34,20:30,20:30
1 IPC 1860,"MAIN ROAD SEELAMPUR MARKET, NEAR JAMA MASJID, K-BLOCK KHATTA, DELHI.",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173042170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170006,3,2017-01-05,SEELAMPUR,10:25,356/379/34,09:00,09:00
1 IPC 1860,"G T ROAD, SEELAMPUR, FLYOVER, NEW SEELAMPUR, DELHI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173042170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170007,4,2017-01-05,SEELAMPUR,14:45,379/34,11:45,11:45
1 IPC 1860,"IN FRONT OF F-140, CHINA MARKET, F BLOCK, NEW SEELAMPUR DELHI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173042170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170008,5,2017-01-05,SEELAMPUR,17:00,394/411,15:30,15:30
1 IPC 1860,"IN FRONT OF ALTAJ DAWAKHAN, 66 FOOTA ROAD, NEW SEELAMPUR, DELHI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173042170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170009,7,2017-01-05,SEELAMPUR,21:55,356/379/34,20:00,20:00
1 IPC 1860,"SEELAMPUR MARKET, DELHI",2017-01-06,2017-01-06,Friday,NORTH EAST,8173042170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170010,4,2017-01-06,SEELAMPUR,20:05,279/338,10:30,10:30
"1 ARMS ACT, 1959",Distance from P.S (am i} g8 sh? Eran): Beat No(EﬁE arr.) : 817304210,,,,NORTH EAST,8173042170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170011,,,SEELAMPUR,,27,06/01/2017,06/01/2017
"1 THE PUBLIC GAMBLING ACT, 1867","DDA GROUND, PETROL PUMP KE PICHHE, NEAR MATSYA BEEJ FARM, NEW SEELAMPUR, DELHI",2017-01-07,2017-01-07,Saturday,NORTH EAST,8173042170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170012,7,2017-01-07,SEELAMPUR,21:00,12/9/55,19:00,19:00
1 IPC 1860,"NEAR GURUDWARA, NEW SEELAMPUR, DELHI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173042170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170013,3,2017-01-07,SEELAMPUR,23:30,279/337,09:30,09:30
1 IPC 1860,"SEELAMPUR BUS STAND, DELHI",2017-01-08,2017-01-08,Sunday,NORTH EAST,8173042170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170014,5,2017-01-08,SEELAMPUR,17:00,379/34,14:30,14:30
1 IPC 1860,"G T ROAD, IN FRONT OF FISH FARM, SEELAMPUR ATE SAMAY, DELHI",2017-01-08,2017-01-08,Sunday,NORTH EAST,8173042170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170015,6,2017-01-08,SEELAMPUR,20:25,279/338,16:30,16:30
1 IPC 1860,"G T ROAD SE UTARNE WALA JINA, SEELAMPUR, DELHI",2017-01-09,2017-01-09,Monday,NORTH EAST,8173042170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170016,8,2017-01-10,SEELAMPUR,00:10,392/34,22:30,22:30
"1 DOWRY PROHIBITION ACT, 1961",Distance from P.S (am i} g8 sh? Eran): Beat No(EﬁE arr.) : 817304210,,,,NORTH EAST,8173042170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170017,,,SEELAMPUR,,,,
