acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,Formatted_address,Lat,Long,full_charge,group_charge,hour
1 IPC 1860,"HOME NO. 9/11, DAKSHIN PURI",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955015170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170020,5,2017-01-13,AMBEDKAR NAGAR,01:00,363,15:00,15:00,"F-Block Main Park, Sector-V, Dakshinpuri, Ambedkar Nagar, Block K, Dakshin Puri Extension, Dakshinpuri, New Delhi, Delhi 110062, India",28.5207415,77.23907840000003,Kidnapping,Kidnapping,15.0
1 IPC 1860,"NEAR C II 255, MADANGIR, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955015170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170022,7,2017-01-13,AMBEDKAR NAGAR,23:06,379,20:00,20:00,"C-2nd Park, C2/78, JJ Colony, Block C, Sector 4, Madangir, New Delhi, Delhi 110062, India",28.516175800000006,77.2322693,Theft,Theft,20.0
1 IPC 1860,"NEAR RPS COLONY GATE NO 2, MB ROAD, KHANPUR, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955015170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170023,7,2017-01-14,AMBEDKAR NAGAR,18:35,379/34,20:30,20:30,"Mehrauli - Badarpur Rd, Hamdard Nagar, Block D, Tughlakabad, New Delhi, Delhi 110062, India",28.5123312,77.24817220000001,Theft,Theft,20.0
1 IPC 1860,"H NO 9/146, DAKSHIN PURI, NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH-EAST,8955015170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170025,4,2017-01-16,AMBEDKAR NAGAR,23:58,363,10:00,10:00,"9, 146, Dakshin Ambedkar Nagar, Dakshin Puri Extension, Dakshinpuri, New Delhi, Delhi 110062, India",28.5258329,77.2347833,Kidnapping,Kidnapping,10.0
1 IPC 1860,"IN FRONT OF J-125, DAKSHIN PURI, NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955015170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170027,1,2017-01-17,AMBEDKAR NAGAR,07:15,302,00:30,00:30,"G-78, 2nd Floor, Noida Road, Shaheen Bagh, Jasola, Shaheen Bagh, Okhla, New Delhi, Delhi 110020, India",28.543424600000005,77.30339079999997,murder,murder,0.0
1 IPC 1860,"H NO B I/378 1ST FLOOR, MADANGIR NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955015170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170030,0,2017-01-19,AMBEDKAR NAGAR,19:35,380,14:30,16:30,"Madangir, New Delhi, Delhi 110062, India",28.5199221,77.2304564,Theft,Theft,14.0
1 IPC 1860,"RZ 20A, GALI NO. 5, I FLOOR, TKD EXTN., NEW DELHI, 110019",2017-01-03,2017-01-04,INTERVENING DAY,SOUTH-EAST,8955002170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170004,0,2017-04-01,GOVIND PURI,13:50,457/380,20:30,10:00,"5, Rz-1485b, Galli Number 28, Tughlakabad Extension, Tughlakabad, New Delhi, Delhi 110019, India",28.519707500000006,77.2562305,Theft-house-trespass,Theft,20.0
1 IPC 1860,"MB ROAD, BUS STOP, TKD VILL., NEW DELHI",2017-01-04,2017-01-04,Wednesday,SOUTH-EAST,8955002170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170006,7,2017-04-01,GOVIND PURI,22:45,379,20:00,20:00,"Mehrauli - Badarpur Rd, Tughlaqabad Village, Tughlakabad, New Delhi, Delhi 110044, India",28.5082749,77.26896459999998,Theft,Theft,20.0
1 IPC 1860,"0-82, BHOOMIHEEN CAMP, GOVIND PURI, NEW DELHI",2017-01-04,2017-01-04,Wednesday,SOUTH-EAST,8955002170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170007,6,2017-05-01,GOVIND PURI,00:50,363,18:00,18:00,"Bhoomiheen Camp, Kalkaji, New Delhi, Delhi 110019, India",28.5294317,77.25883459999999,Kidnapping,Kidnapping,18.0
1 IPC 1860,"A—32, TRANSIT CAMP, GOVIND PURI, NEW DELHI, 110019",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955002170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170012,5,2017-06-01,GOVIND PURI,16:45,188,15:30,15:30,"Kalkaji Extension, Block A 10, Tughlakabad Extension, Kalkaji, New Delhi, Delhi 110019, India",28.5292067,77.2703835,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0
1 IPC 1860,"A—6, TRANSIT CAMP, G PURI, NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH-EAST,8955002170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170013,6,2017-08-01,GOVIND PURI,21:35,354/341[506/509/3,17:30,17:30,"89, Pankha Rd, Old Nangal, Block WZ, Nangal Raya, Janakpuri, New Delhi, Delhi 110046, India",28.604142,77.11156390000002,sexual harrasement,sexual harrasement,17.0
1 IPC 1860,"FATEH SINGH MARG, NEAR NIRANKARI SCHOOL G PURI, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955002170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170014,3,2017-08-01,GOVIND PURI,21:50,279/337,07:30,07:30,"Opp. Gali No. 15, Kalkaji, Baba Fatehsingh Marg, Jawaharlal Nehru Camp, Govindpuri, South Delhi, New Delhi, Delhi 110019, India",28.5326233,77.26055290000002,Rash driving-endangering safety of others,Rash driving,7.0
1 IPC 1860,"NEAR GALI NO. 13, GOVIND PURI, NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH-EAST,8955002170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170015,7,2017-09-01,GOVIND PURI,00:35,379,21:30,21:30,"13, Govindpuri, New Delhi, Delhi 110019, India",28.53675,77.267014,Theft,Theft,21.0
1 IPC 1860,"PKT A-4, KORNAK APPARTMENT, KALKAJI EXTN, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH-EAST,8955002170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170017,4,2017-09-01,GOVIND PURI,21:45,379,10:00,10:00,"191, Kalkaji Extension, Block A 12, Govindpuri, New Delhi, Delhi 110019, India",28.5298465,77.261432,Theft,Theft,10.0
1 IPC 1860,"OIA ESTATE MARG, NEAR HANUMAN MANDIR, GOVIND PURI, NEW DELHI, 110019",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955002170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170018,1,2017-12-01,GOVIND PURI,02:44,397/392/411/34,01:15,01:15,"Govindpuri Rd, Galli No-13, Govindpuri, New Delhi, Delhi 110019, India",28.5347594,77.2603673,Robbery-Theft,Robbery,1.0
1 IPC 1860,"(3-91, NAVJEEVAN CAMP, GOVIND PURI, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955002170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170019,7,2017-12-01,GOVIND PURI,22:00,188,20:30,20:30,"1412, Kalkaji Main Rd, DDA Flats Kalkaji, Jawaharlal Nehru Camp, Govindpuri, New Delhi, Delhi 110019, India",28.530267,77.259147,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"MACHCHHI MARKET RD MARG, GOVINDPURI, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955002170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170020,8,2017-01-14,GOVIND PURI,01:20,356/379/34,23:00,23:00,"7/661, Shop No-2, Main Road, Near State Bank of Patiyala, Govindpuri, Kalkaji, New Delhi, Delhi 110019, India",28.5365959,77.2612257,Snatching-Theft,Snatching,23.0
1 IPC 1860,"NEEMTALA RAM CHANDER CHOWK, TKD VILLAGE, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH-EAST,8955002170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170021,8,2017-01-14,GOVIND PURI,01:45,392/34,23:20,23:20,"H.NO 333 Tughalkabad Village, Tughlakabad, New Delhi, Delhi 110044, India",28.5220046,77.26319790000002,Robbery,Robbery,23.0
1 IPC 1860,"MAJIDIYA HOSPITAL RD MARG, TKD EXTN., NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955002170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170023,5,2017-01-15,GOVIND PURI,18:55,279/337,13:00,13:00,"Guru Ravidas Marg, Hamdard Nagar, New Delhi, Delhi 110062, India",28.5148537,77.25212309999998,Rash driving-endangering safety of others,Rash driving,13.0
1 IPC 1860,"B. BLOCK, NEHRU CAMP G PURI, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955002170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170024,7,2017-01-16,GOVIND PURI,05:35,341/308/323,19:30,19:30,"Block H, Connaught Place, New Delhi, Delhi 110001, India",28.6351128,77.2184205,Causing hurt-culpable homicide-wrong restraint,culpable homicide,19.0
1 IPC 1860,"B-188, TRANSIT CAMP, G PURI, NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955002170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170026,7,2017-01-17,GOVIND PURI,20:00,188,19:00,19:00,"Camp, Baba Farid Puri, Patel Nagar, New Delhi, Delhi, India",28.652363,77.175836,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"NEAR GATE NO. 3, POCKET A-14, KALKAJI EXTN., NEW DELHI, 110019",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955002170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170027,8,2017-01-18,GOVIND PURI,01:40,279/337,22:15,22:15,"Kalkaji Extension, Kalkaji, New Delhi, Delhi 110019, India",28.5421788,77.2567012,Rash driving-endangering safety of others,Rash driving,22.0
1 IPC 1860,"266/4, 4TH FLOOR GOVINDPURI, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH-EAST,8955002170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170028,0,2017-01-18,GOVIND PURI,22:40,380,08:00,19:00,"266, Govindpuri, New Delhi, Delhi 110019, India",28.5340274,77.2622109,Theft,Theft,8.0
1 IPC 1860,"H.NO. 66/1, 2ND FLOOR, GOVIND PURI, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH-EAST,8955002170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170030,1,2017-01-19,GOVIND PURI,17:30,380,00:00,00:00,"66, Gali Number 1, Govindpuri, New Delhi, Delhi 110019, India",28.5376334,77.2658122,Theft,Theft,0.0
1 IPC 1860,"B-302, NAVJEEVAN CAMP, GOVINDPURI, NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955002170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170031,7,2017-01-19,GOVIND PURI,21:35,188,21:10,21:10,"1412, Kalkaji Main Rd, DDA Flats Kalkaji, Jawaharlal Nehru Camp, Govindpuri, New Delhi, Delhi 110019, India",28.530267,77.259147,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,21.0
1 IPC 1860,"RAJEEV AUTOMOBILE 100 FUTA ROAD, WEST JYOTI NAGAR, DELHI",2017-01-03,2017-01-03,Tuesday,NORTH EAST,8173056170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170005,7,2017-03-01,JYOTI NAGAR,21:45,356/379/34,20:30,20:30,"A-6, 100 Ft. Main Raod, North Chhajjpur, Durgapuri Chowk, Shahdara, Delhi 110094, India",28.689703,77.286253,Snatching-Theft,Snatching,20.0
1 IPC 1860,"H.NO. 0-24, GALI NO. 9, SHAKTI GARDEN, SHAHDARA, DELHI",2017-01-03,2017-01-03,Tuesday,NORTH EAST,8173056170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170006,6,2017-04-01,JYOTI NAGAR,22:40,363,16:00,16:00,"Shakti Garden, Meet Nagar, Saboli, Delhi, 110094, India",28.704022,77.3004916,Kidnapping,Kidnapping,16.0
1 IPC 1860,"MIG FLATS BUS STAND, WAZIRABAD ROAD, DELHI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173056170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170007,4,2017-05-01,JYOTI NAGAR,19:15,379/411/34,12:15,12:15,"Pocket B, Chitrakoot, Shahdara, New Delhi, Delhi 110094, India",28.7004,77.295648,Theft,Theft,12.0
1 IPC 1860,"NEAR JYOTI NURSING HOME, SHAHDARA, DELHI",2017-01-07,2017-01-07,Saturday,NORTH EAST,8173056170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170008,4,2017-08-01,JYOTI NAGAR,00:55,279/337,10:00,10:00,"Loni Rd, West Jyoti Nagar, Durgapuri Extension, Durga Puri, Shahdara, Delhi, 110093, India",28.6916512,77.2922475,Rash driving-endangering safety of others,Rash driving,10.0
1 IPC 1860,"H.NO. A-851, GALI NO. 11, MEET NAGAR, DELHI-94",2017-01-06,2017-01-06,Friday,NORTH EAST,8173056170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170009,4,2017-08-01,JYOTI NAGAR,17:55,363,10:00,10:00,"851, 94, Gali Number 11, Mahavir Block, Sunder Park, Shahdara, Delhi, 110032, India",28.664756800000006,77.28932459999999,Kidnapping,Kidnapping,10.0
1 IPC 1860,"IN FRONT OF KONARK PUBLIC SCHOOL, 100 FUTA ROAD, JYOTI NAGAR, DELHI",2017-01-08,2017-01-08,Sunday,NORTH EAST,8173056170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170010,7,2017-09-01,JYOTI NAGAR,00:15,356/379/34,21:00,21:00,"E-10, Main 100 Feet Rd, Jyoti Nagar West, Block A, Jyoti Colony, Shahdara, Delhi, 110032, India",28.689190000000004,77.288687,Snatching-Theft,Snatching,21.0
1 IPC 1860,"NEAR SAMUDAY BHAWAN, JAL BOARD, ASHOK NAGAR, DELHI-93",2017-01-11,2017-01-11,Wednesday,NORTH EAST,8173056170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170011,7,2017-11-01,JYOTI NAGAR,21:40,356/379/34,20:40,20:40,"Block-9, Subhash Nagar, New Delhi, Delhi 110027, India",28.636654,77.119178,Snatching-Theft,Snatching,20.0
1 IPC 1860,"D-1/40, GALI NO 1, ASHOK NAGAR, DELHI",2017-01-11,2017-01-11,Wednesday,NORTH EAST,8173056170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170012,7,2017-12-01,JYOTI NAGAR,08:00,363,19:30,19:30,"124/1, Gali Number 1, Ashok Nagar Extension, Block B, Ashok Nagar Extension, New Ashok Nagar, New Delhi, Uttar Pradesh 110096, India",28.591087,77.305557,Kidnapping,Kidnapping,19.0
1 IPC 1860,"MAIN LONI ROAD, IN FRONT OF PS. JYOTI NAGAR, UNDER CONSTRUCTION, SHAHDARA, DELHI",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173056170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170013,5,2017-12-01,JYOTI NAGAR,18:35,379/411/34,15:30,15:30,"C-324, Loni Rd, Kardam Puri Extension, Kardam Puri, Shahdara, Delhi, 110093, India",28.6964203,77.29102540000002,Theft,Theft,15.0
1 IPC 1860,"IN FRONT OF T.R SAWHNEY, SERVICE ROAD WAZIRABAD ROAD, MEET NAGAR, DELHI",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173056170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170014,8,2017-12-01,JYOTI NAGAR,23:30,379/356/34,22:15,22:15,"33-34, Harichand Melaram Complex, Wazirabad Road, East Gokulpur, Near Yamuna Vihar Flyover, Delhi, 110094, India",28.7006961,77.29638890000003,Snatching-Theft,Snatching,22.0
1 IPC 1860,"NEAR ANNU RESTURANT WALI GALI, MEET NAGAR DELHI",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173056170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170015,4,2017-01-13,JYOTI NAGAR,12:00,324/34,12:00,12:00,"Satguru Ram Singh Marg, Block I, Kirti Nagar, New Delhi, Delhi 110015, India",28.6533596,77.146501,hurt by dangerous weapons,hurt by dangerous weapons,12.0
1 IPC 1860,"H.NO. 341A, GALI NO. 10, MAIN ROAD, NEW KARDAMPURI, DELHI-94",2017-01-13,2017-01-13,Friday,NORTH EAST,8173056170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170016,6,2017-01-13,JYOTI NAGAR,18:20,188,17:00,17:00,"341a, 10, NS Road, Block F, Dilshad Colony New Simapuri, Seemapuri, Delhi, 110095, India",28.688322600000006,77.32758009999998,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"H NO 338, GALI N010, NEW KARDAMPURI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173056170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170021,4,2017-01-14,JYOTI NAGAR,13:30,188,12:30,12:30,"Kardam Puri Extension, Kardam Puri, Shahdara, Delhi, 110032, India",28.6962327,77.2854512,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,12.0
1 IPC 1860,"GALI NO. 4, M 502, MAIN MANGAL BAZAR ROAD, AMAR COLONY, DELHI-94",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173056170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170022,6,2017-01-14,JYOTI NAGAR,18:50,283,16:45,16:45,"Mangal Bazaar Rd, Swaran Park, Mundka, Delhi, 110041, India",28.6791778,77.0392999,obstruction by a person,obstruction by a person,16.0
1 IPC 1860,"RAMLEELA GROUND, WEST JYOTI NAGAR, DELHI",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173056170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170024,5,2017-01-15,JYOTI NAGAR,16:00,379/411/34,13:50,13:50,"Asaf Ali Rd, Ramlila Ground, Ajmeri Gate, New Delhi, Delhi 110006, India",28.6420762,77.2295204,Theft,Theft,13.0
1 IPC 1860,"A—2, MAIN WAZIRABAD ROAD, MEET NAGAR, DELHI.",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173056170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170025,6,2017-01-15,JYOTI NAGAR,17:30,283,16:50,16:50,"Wazirabad Rd, India",28.7000724,77.2977858,obstruction by a person,obstruction by a person,16.0
1 IPC 1860,"D-30795, EAST GOKALPUR AMAR COLONY DELH",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173056170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170027,4,2017-01-16,JYOTI NAGAR,15:25,323/506/509/34,11:00,11:00,"Amar Colony, Meet Nagar, Saboli, Delhi, 110094, India",28.704173600000004,77.2998907,Causing hurt-Criminal intimidation-sexual harrasement,sexual harrasement,11.0
1 IPC 1860,"(3-288, LIG FLATS EAST OF LONI ROAD, DELHI",2017-01-16,2017-01-16,Monday,NORTH EAST,8173056170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170028,5,2017-01-16,JYOTI NAGAR,17:15,283,15:30,15:30,"1/4, Loni Road, Dda Market, Shahdara, New Delhi, Delhi 110032, India",28.6966598,77.2946083,obstruction by a person,obstruction by a person,15.0
1 IPC 1860,"8-564, GALI NO. 01, MEET NAGAR, DELHI",2017-01-16,2017-01-16,Monday,NORTH EAST,8173056170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170029,6,2017-01-16,JYOTI NAGAR,17:40,188,17:00,17:00,"Meet Nagar, Saboli, Delhi, 110094, India",28.7034933,77.2986963,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"E 473/8, GALI N017, E BLOCK ASHOK NAGAR DELHI",2017-01-17,2017-01-17,Tuesday,NORTH EAST,8173056170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173056170031,4,2017-01-17,JYOTI NAGAR,13:40,188,12:30,12:30,"E-7, Block E, Vasant Vihar, New Delhi, Delhi 110057, India",28.5638895,77.1587647,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,12.0
1 IPC 1860,"BIHARI BUILDING, SHASTRI PARK, DELHI.",2016-12-29,2016-12-29,Thursday,NORTH EAST,8173042170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170003,5,2017-02-01,SEELAMPUR,18:35,363,15:00,15:00,"Shop no-35, Jaildars, Peeli Kothi, Khanpur Village, Khanpur, New Delhi, Delhi 110062, India",28.514552,77.23105699999998,Kidnapping,Kidnapping,15.0
1 IPC 1860,"NEAR BIKANER, SWEETS, MAIN ROAD, BRAHAMPURI DELHI",2017-01-03,2017-01-03,Tuesday,NORTH EAST,8173042170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170005,7,2017-03-01,SEELAMPUR,21:45,356/379/34,20:30,20:30,"X-114, Main Road , SN Mandir Road , Brahmpuri, Nayagaon Village, Shahdara, Delhi, 110053, India",28.684088,77.262348,Snatching-Theft,Snatching,20.0
1 IPC 1860,"G T ROAD, SEELAMPUR, FLYOVER, NEW SEELAMPUR, DELHI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173042170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170007,4,2017-05-01,SEELAMPUR,14:45,379/34,11:45,11:45,"Silampur, New Seelampur, Seelampur, Shahdara, New Delhi, Delhi 110053, India",28.6698997,77.2666465,Theft,Theft,11.0
1 IPC 1860,"IN FRONT OF ALTAJ DAWAKHAN, 66 FOOTA ROAD, NEW SEELAMPUR, DELHI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173042170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170009,7,2017-05-01,SEELAMPUR,21:55,356/379/34,20:00,20:00,"S-54, New Sedanpor, New Seelampur, Delhi, 110053, India",28.6754755,77.2678138,Snatching-Theft,Snatching,20.0
1 IPC 1860,"SEELAMPUR MARKET, DELHI",2017-01-06,2017-01-06,Friday,NORTH EAST,8173042170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170010,4,2017-06-01,SEELAMPUR,20:05,279/338,10:30,10:30,"Shop No. X/3447, Shanti Mohalla, Gandhi Nagar Main Road, Old Seelampur, Seelampur, Delhi, 110031, India",28.667181,77.269823,Rash driving-endangering safety of others,Rash driving,10.0
1 IPC 1860,"NEAR GURUDWARA, NEW SEELAMPUR, DELHI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173042170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170013,3,2017-07-01,SEELAMPUR,23:30,279/337,09:30,09:30,"Main Road, Seelampur Rd, Old Seelampur, Seelampur, Gandhi Nagar, Delhi, 110031, India",28.665784,77.266275,Rash driving-endangering safety of others,Rash driving,9.0
1 IPC 1860,"SEELAMPUR BUS STAND, DELHI",2017-01-08,2017-01-08,Sunday,NORTH EAST,8173042170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170014,5,2017-08-01,SEELAMPUR,17:00,379/34,14:30,14:30,"Swami Dayanand Marg, Kanti Nagar Extension, Seelampur, Shahdara, New Delhi, Delhi 110032, India",28.670506,77.28057700000002,Theft,Theft,14.0
1 IPC 1860,"H-BLOCK NEAR GURUDWARA, NEW SEELAMPUR DELHI.",2017-01-10,2017-01-10,Tuesday,NORTH EAST,8173042170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170018,5,2017-10-01,SEELAMPUR,18:15,420,15:00,15:00,"H-36/A H-BLOCK OPPOSITE SEELAMPUR METRO STATION NEAR GURUDWARA & MCD SCHOOL (INDIA)-110053, New Seelampur, Delhi, India",28.6722005,77.2663328,cheating,cheating,15.0
1 IPC 1860,"B-340, BULAND MASJID,, SHASTRI PARK, DELHI.",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173042170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170021,8,2017-12-01,SEELAMPUR,23:45,188,22:45,22:45,"Metro Vihar, Shastri Park, Jagjit Nagar, New Delhi, Delhi 110031, India",28.6698401,77.2551405,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,22.0
1 IPC 1860,"D-444, BULAND MASJID,, SHASTRI PARK, DELHI.",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173042170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170022,8,2017-12-01,SEELAMPUR,23:55,188,23:00,23:00,"D-444/4, Near Fish Market, Buland Masjid, Shastri Park, Delhi, 110053, India",28.671588,77.25619499999998,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,23.0
1 IPC 1860,"GHAS MANDI, WELCOME SEELAMPUR, DELHI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173042170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170030,5,2017-01-14,SEELAMPUR,17:45,394/397/34,13:30,13:30,"North Kanti Nagar, Block A, Silampur, Shahdara, New Delhi, Delhi 110031, India",28.6718712,77.27795920000001,Robbery,Robbery,13.0
1 IPC 1860,"AT EMPTY LAND (PARK), BEHIND HP PETROL PUMP, SHASTRI PARK DELHI",2017-01-13,2017-01-13,Friday,NORTH EAST,8173042170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170031,8,2017-01-14,SEELAMPUR,19:15,392/394/397/34,23:30,23:30,"Park Near Isbt Delhi, G T Road, Shastri Nagar, Delhi, 110031, India",28.672728000000006,77.25281600000002,Robbery,Robbery,23.0
1 IPC 1860,"H.NO X - 152/13, GALI NO 8, BRAHAMPURI, DELHI",2016-12-27,2016-12-27,Tuesday,NORTH EAST,8173030170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173030170002,4,2017-01-01,NEW USMANPUR,17:10,363,11:30,11:30,"Street Number 8, Block C, Brahampuri, Shahdara, Delhi, 110053, India",28.684369399999994,77.2674916,Kidnapping,Kidnapping,11.0
