acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge,hour,Formatted_address,Lat,Long
1 IPC 1860,"8-776, J J COLONY, TIGRI, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH DELHI,8167057170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170024,2,2017-01-18,NEB SARAI,22:00,363,06:30,06:30,Kidnapping,Kidnapping,6.0,"Tigri, Sangam Vihar, New Delhi, Delhi 110062, India",28.5114847,77.2397968
1 IPC 1860,"FLAT NO .C-5, D-23, KHANPUR EXT, NEW DELHI",2017-01-20,2017-01-20,Friday,SOUTH DELHI,8167057170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170027,5,2017-01-20,NEB SARAI,23:55,454/380/411,13:40,13:40,Theft-house-trespass,Theft,13.0,"Khanpur Extension, Sangam Vihar, New Delhi, Delhi 110062, India",28.51237320000001,77.2340489
1 IPC 1860,"959, 23, L 2ND SANGAM VIHAR, NEW DELHI",2017-01-20,2017-01-21,INTERVENING DAY,SOUTH DELHI,8167057170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170028,,2017-01-21,NEB SARAI,16:55,380,23:00,06:00,Theft,Theft,23.0,"23, Gali Number 8, A Block, Talimabad, Sangam Vihar, New Delhi, Delhi 110044, India",28.508489500000003,77.25241329999999
1 IPC 1860,"188/4, L 1ST, SANGAM VIHAR, NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167057170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170029,6,2017-01-21,NEB SARAI,19:00,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0,"188, Gali Number 4, Block E, Sangam Vihar, New Delhi, Delhi 110080, India",28.506546999999998,77.2475503
1 IPC 1860,"B-18, DDA MARKET, TIGRI, NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167057170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170030,6,2017-01-21,NEB SARAI,19:20,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0,"B-18, DDA Market Near Mother Dairy, Tigri, Sangam Vihar, New Delhi, Delhi 110062, India",28.513451,77.234724
1 IPC 1860,R K PURAM NEW DELHI,2016-12-31,2016-12-31,Saturday,SOUTH DELHI,8167041170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170002,8,2017-01-01,R. K. PURAM,01:20,188,23:50,23:50,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,23.0,"RK Puram, New Delhi, Delhi, India",28.5660075,77.1767435
1 IPC 1860,R K PURAM NEW DELHI,2017-01-01,2017-01-01,Sunday,SOUTH DELHI,8167041170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170003,1,2017-01-01,R. K. PURAM,01:50,188,00:30,00:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,0.0,"RK Puram, New Delhi, Delhi, India",28.5660075,77.1767435
1 IPC 1860,R K PURAM NEW DELHI,2016-12-01,2016-12-01,Thursday,SOUTH DELHI,8167041170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170004,1,2017-01-01,R. K. PURAM,02:40,188,00:25,00:25,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,0.0,"RK Puram, New Delhi, Delhi, India",28.5660075,77.1767435
1 IPC 1860,R K PURAM NEW DELHI,2016-12-31,2016-12-31,Saturday,SOUTH DELHI,8167041170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170005,8,2017-01-01,R. K. PURAM,04:20,279/337,23:00,23:00,Rash driving-endangering safety of others,Rash driving,23.0,"RK Puram, New Delhi, Delhi, India",28.5660075,77.1767435
1 IPC 1860,"SEC-1 R.K.PURAM, REDLIGHT",2017-01-02,2017-01-02,Monday,SOUTH DELHI,8167041170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170006,4,2017-01-02,R. K. PURAM,13:00,356/379/411,12:50,12:50,Snatching-Theft,Snatching,12.0,"426, M.G. Road, Ghitomi, Opp. Metro Pillar No. 133, Ghitorni, New Delhi, Delhi 110070, India",28.490496000000004,77.14055920000001
1 IPC 1860,"1071, SEC-1, R K PURAM NEW DELHI",2017-01-02,2017-01-03,INTERVENING DAY,SOUTH DELHI,8167041170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170007,,2017-01-03,R. K. PURAM,04:35,363,15:30,04:20,Kidnapping,Kidnapping,15.0,"1071, Sector 1, Palam Vihar, Gurugram, Haryana 122017, India",28.51830630000001,77.04233459999998
1 IPC 1860,"NEAR DISPENSARY, NEAR GATE OF SEC-2, OPP SEC-3, R K PURAM NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167041170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170008,8,2017-01-05,R. K. PURAM,23:25,379/34,22:30,23:00,Theft,Theft,22.0,"Sector 2, R K Puram, Opp Venkateshwara Mandhir, New Delhi, Delhi 110022, India",28.5579249,77.18316479999999
1 IPC 1860,"A—116, MOHAMMADPUR, NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH DELHI,8167041170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170009,5,2017-01-07,R. K. PURAM,23:20,363,15:30,15:30,Kidnapping,Kidnapping,15.0,"Mohammadpur, RK Puram, New Delhi, Delhi 110066, India",28.565364600000002,77.1880559
1 IPC 1860,"BUS STOP OPPOSITE HYATT HOTEL, R K PURAM NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167041170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170011,3,2017-01-12,R. K. PURAM,11:00,279/337,08:30,08:30,Rash driving-endangering safety of others,Rash driving,8.0,"Mahatma Gandhi Rd, West Block, RK Puram, New Delhi, Delhi 110022, India",28.5705022,77.18247679999998
1 IPC 1860,"8-146/184, ADARSH BASTI, MOHAMMADPUR, R K PURAM NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167041170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170012,5,2017-01-13,R. K. PURAM,14:35,188,13:20,13:20,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,13.0,"8, Sector 5, RK Puram, New Delhi, Delhi 110066, India",28.566195,77.180234
1 IPC 1860,"RING ROAD, BUS STOP ARADHANA ENCLAVE, SEC-13, R K PURAM NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167041170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170013,8,2017-01-13,R. K. PURAM,23:12,279/337,23:00,23:00,Rash driving-endangering safety of others,Rash driving,23.0,"AR Colony, RK Puram, New Delhi, Delhi 110066, India",28.5745278,77.1786064
1 IPC 1860,"85A/3, MOHD PUR, R K PURAM NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH DELHI,8167041170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170014,7,2017-01-16,R. K. PURAM,20:45,188,19:30,19:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"Mohammad Pur, Ramzanpur, New Delhi, Delhi 110036, India",28.80504160000001,77.1844619
1 IPC 1860,"TOWARDS AIIMS, HYATT HOTEL FLYOVER, R K PURAM NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH DELHI,8167041170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170015,6,2017-01-17,R. K. PURAM,17:30,279/337,17:00,17:00,Rash driving-endangering safety of others,Rash driving,17.0,"Bhikaiji Cama Place, Ring Road, Near Fire Station, New Delhi, Delhi 110066, India",28.569102,77.185323
1 IPC 1860,"1219, SEC-4, R K PURAM NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH DELHI,8167041170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170017,3,2017-01-19,R. K. PURAM,12:00,289/337,07:00,08:00,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others,7.0,"1219, Sector 4, RK Puram, New Delhi, Delhi 110022, India",28.556181,77.177301
1 IPC 1860,"85A/6, MOHD PUR VILLAGE, R K PURAM NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167041170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170018,6,2017-01-21,R. K. PURAM,20:20,188,17:45,17:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0,"Mohammad Pur, Ramzanpur, New Delhi, Delhi 110036, India",28.80504160000001,77.1844619
1 IPC 1860,"SHOP NO 35, ANUJ COMMUNICATION, MARKET, SEC-8, R K PURAM NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167041170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170019,7,2017-01-21,R. K. PURAM,21:30,188,20:10,20:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0,"F 209 Rk Puram, New Delhi, Delhi 110022, India",28.572471999999998,77.16664899999998
1 IPC 1860,"146/184, ROOM NO -2, 4TH FLOOR, MOHAMMADPUR, R K PURAM NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167041170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170021,7,2017-01-21,R. K. PURAM,22:40,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0,"Mohammadpur, RK Puram, New Delhi, Delhi 110066, India",28.565364600000002,77.1880559
1 IPC 1860,"VENKTESHWAR MARG, SEC-5 R.K.PURAM, NEW DELHI",2017-01-26,2017-01-26,Thursday,SOUTH DELHI,8167041170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170022,6,2017-01-26,R. K. PURAM,19:05,279,18:45,18:45,Rash driving,Rash driving,18.0,"Sri Venkateshwara Mandir Marg, Sector 1, RK Puram, New Delhi, Delhi 110022, India",28.56303410000001,77.18001459999998
1 IPC 1860,"KAIFI AZAMI MARG, NEAR DPS SCHOOL, SEC-12, R K PURAM NEW DELHI",2017-01-27,2017-01-27,Friday,SOUTH DELHI,8167041170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170024,8,2017-01-27,R. K. PURAM,23:00,279/337,23:00,23:00,Rash driving-endangering safety of others,Rash driving,23.0,"Kaifi Azmi Marg, Sector 12, RK Puram, New Delhi, Delhi 110022, India",28.572018,77.176086
1 IPC 1860,"CHURCH ROAD, R K PURAM NEW DELHI",2017-01-28,2017-01-28,Saturday,SOUTH DELHI,8167041170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170025,2,2017-01-28,R. K. PURAM,07:10,279/337,06:10,06:10,Rash driving-endangering safety of others,Rash driving,6.0,"Sector 2, RamaKrishna Puram, New Delhi, Delhi 110022, India",28.5623321,77.18774140000002
1 IPC 1860,"CPWD OFFICE, SEC-3, R K PURAM NEW DELHI",2017-01-28,2017-01-28,Saturday,SOUTH DELHI,8167041170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170026,5,2017-01-28,R. K. PURAM,16:15,420,15:20,15:20,cheating,cheating,15.0,"RamaKrishna Puram, New Delhi, South West Delhi, Delhi , India, New Delhi, South West Delhi, India, Delhi 110066, India",28.567433899999997,77.18499240000001
1 IPC 1860,R K PURAM NEW DELHI,2017-02-01,2017-02-01,Wednesday,SOUTH DELHI,8167041170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170028,5,2017-02-02,R. K. PURAM,00:30,363,14:00,14:00,Kidnapping,Kidnapping,14.0,"RK Puram, New Delhi, Delhi, India",28.5660075,77.1767435
1 IPC 1860,R K PURAM NEW DELHI,2017-02-04,2017-02-04,Saturday,SOUTH DELHI,8167041170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170030,5,2017-02-04,R. K. PURAM,16:20,379/34,15:15,15:15,Theft,Theft,15.0,"RK Puram, New Delhi, Delhi, India",28.5660075,77.1767435
1 IPC 1860,"87-C/1, 04, KRISHNA NAGAR, S.J.ENCLAVE NEW DELHI",2015-11-04,2015-11-04,Wednesday,SOUTH DELHI,8167047170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170003,1,2017-01-03,SAFDARJUNG ENCLAVE,21:30,420,00:00,00:00,cheating,cheating,0.0,"87, Greater Kailash 1 Road, Pamposh Enclave, Greater Kailash, New Delhi, Delhi 110048, India",28.547174,77.245641
1 IPC 1860,"NEAR NCC GATE, CHAUDHARY HARSUKH MARG, S J ENCLAVE, NEW DELHI",2016-10-10,2016-10-10,Monday,SOUTH DELHI,8167047170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170005,3,2017-01-05,SAFDARJUNG ENCLAVE,13:05,279,08:30,08:30,Rash driving,Rash driving,8.0,"112, Chaudhary Hukum Chand Marg, Humayunpur, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.560273100000003,77.19362070000003
1 IPC 1860,"RING ROAD NEAR S J HOSPITAL BUS STOP, NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167047170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170006,4,2017-01-05,SAFDARJUNG ENCLAVE,15:15,356/379,12:00,12:00,Snatching-Theft,Snatching,12.0,"IP Estate, Delhi, 110002, India",28.626362,77.24664
1 IPC 1860,"62-D, 03, KRISHNA NAGAR, SJ ENCLAVE, NEW DELHI",2016-12-18,2017-01-07,INTERVENING DAY,SOUTH DELHI,8167047170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170007,,2017-01-07,SAFDARJUNG ENCLAVE,19:40,457/380,00:00,00:00,Theft-house-trespass,Theft,0.0,"Krishna Nagar, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.564018199999996,77.19272790000002
1 IPC 1860,SPORTS COMPLEX HAUZ KHAS,2017-01-08,2017-01-08,Sunday,SOUTH DELHI,8167047170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170009,6,2017-01-09,SAFDARJUNG ENCLAVE,17:40,506/341/323/34,18:30,18:30,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint,18.0,"1, Africa Ave, Deer Park, Hauz Khas, New Delhi, Delhi 110029, India",28.5599674,77.1885681
1 IPC 1860,"62/1, F.F., ARJUN NAGAR NEW DELHI",2016-12-10,2017-01-09,INTERVENING DAY,SOUTH DELHI,8167047170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170010,,2017-01-09,SAFDARJUNG ENCLAVE,18:55,457/380,00:00,00:00,Theft-house-trespass,Theft,0.0,"62, Gali Number 1, Saiyad ul Ajaib, Sainik Farm, New Delhi, Delhi 110044, India",28.519116600000004,77.202111
1 IPC 1860,"B-T/T, SAFDARJUNG ENCLAVE, NEW DELHI",2016-11-09,2016-11-09,Wednesday,SOUTH DELHI,8167047170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170011,3,2017-01-10,SAFDARJUNG ENCLAVE,21:15,376/506,07:30,07:30,Criminal intimidation-Rape,Rape,7.0,"shop no.17, Mall Rd, Block 17, Central Market, Tilak Nagar, New Delhi, Delhi 110018, India",28.567242600000004,77.1944495
1 IPC 1860,"K—36, 2ND FLOOR GREEN PARK MAIN, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167047170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170012,2,2017-01-12,SAFDARJUNG ENCLAVE,15:35,376/34,03:00,06:00,Rape,Rape,3.0,"36, Green Park Extension Marg, Block J, Green Park Extension, Green Park, New Delhi, Delhi 110016, India",28.5606463,77.2014855
1 IPC 1860,"NEAR BADA GURUDWARA ARJUN NAGAR, NEW DELHI",2016-12-23,2016-12-23,Friday,SOUTH DELHI,8167047170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170013,1,2017-01-13,SAFDARJUNG ENCLAVE,04:30,341/323/506,00:00,00:00,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint,0.0,"Shop No. 204, Arjun Nagar, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.562524600000003,77.19737009999999
1 IPC 1860,"49F, 05, 2ND FLOOR ARJUN NAGAR, SJ ENCLAVE, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167047170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170014,4,2017-01-13,SAFDARJUNG ENCLAVE,13:35,454/380,10:30,12:00,Theft-house-trespass,Theft,10.0,"b-5/32, Safdarjung Enclave, B-7/Extension, Block B 7, Arjun Nagar, Safdarjung Enclave, New Delhi, Delhi 110016, India",28.5600007,77.19923759999998
1 IPC 1860,"B-1/8, SAFDARJUNG ENCLAVE NEW DELHI",2016-12-19,2016-12-19,Monday,SOUTH DELHI,8167047170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170017,,2017-01-16,SAFDARJUNG ENCLAVE,18:20,354/506/34,14:00,20:00,Criminal intimidation-sexual harrasement,sexual harrasement,14.0,"95/1, Safdarjung Enclave, B-7/Extension, Block B 7, Arjun Nagar, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.559808399999998,77.198852
1 IPC 1860,"H-42, 1ST FLOOR GREEN PARK EXTENSION, NEW DELHI",2006-02-28,2017-01-19,INTERVENING DAY,SOUTH DELHI,8167047170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170018,,2017-01-19,SAFDARJUNG ENCLAVE,18:15,420/406/34,00:00,00:00,Criminal breach of trust-cheating,Criminal breach of trust-cheating,0.0,"42, Green Park Extension Marg, Block J, Green Park Extension, Green Park, New Delhi, Delhi 110016, India",28.5606463,77.2014855
1 IPC 1860,"ST MARY SCHOOL B-2 S.J ENCLAVE, NEW DELHI",2017-01-19,2017-01-20,INTERVENING DAY,SOUTH DELHI,8167047170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170019,,2017-01-20,SAFDARJUNG ENCLAVE,13:25,379,21:00,11:00,Theft,Theft,21.0,"Block B 2, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.5643695,77.19089890000002
1 IPC 1860,"ELF CAFE AND BAR, 2ND FLOOR, 26 HAUZ KHAS VILLAGE NEW DELHI",2016-12-31,2016-12-31,Saturday,SOUTH DELHI,8167047170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170021,8,2017-01-20,SAFDARJUNG ENCLAVE,21:25,341/323/3041'2011'3,22:40,22:40,Causing hurt-wrong restraint,Causing hurt-wrong restraint,22.0,"26, A, 2nd Floor, Hauz Khas Village, New Delhi, Delhi 110016, India",28.5542594,77.1946477
1 IPC 1860,"G-55, GALI NO- 8, ARJUN NAGAR, NEW DELHI",2017-01-20,2017-01-20,Friday,SOUTH DELHI,8167047170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170022,1,2017-01-21,SAFDARJUNG ENCLAVE,13:10,380,00:00,00:00,Theft,Theft,0.0,"55, Gali Number 8, A Block, Block H, Sangam Vihar, New Delhi, Delhi 110062, India",28.5085202,77.2519822
1 IPC 1860,"H NO.-58—G, ROOM NO.-24, 1ST FLOOR, HUMAYUNPUR, S J ENCLAVE, NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH DELHI,8167047170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170023,4,2017-01-22,SAFDARJUNG ENCLAVE,14:00,188,11:30,11:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,11.0,"Humayunpur, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.561611499999998,77.19380600000002
1 IPC 1860,"H NO. 58-D/4/A, ROOM NO.-9, 3RD FLOOR, 8 J ENCLAVE, NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH DELHI,8167047170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170024,4,2017-01-22,SAFDARJUNG ENCLAVE,14:15,188,11:50,11:50,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,11.0,"Safdarjung Enclave, New Delhi, Delhi, India",28.5632857,77.1911547
1 IPC 1860,"H NO.-58G, ROOM NO.-7, 1ST FLOOR, HUMAYUNPUR, S J ENCLAVE, NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH DELHI,8167047170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170025,4,2017-01-22,SAFDARJUNG ENCLAVE,14:35,188,12:15,12:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,12.0,"Humayunpur, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.561611499999998,77.19380600000002
1 IPC 1860,"RING ROAD OPPOSITE, S J HOSPITAL, NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH DELHI,8167047170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170027,8,2017-01-23,SAFDARJUNG ENCLAVE,00:45,392/34,23:00,23:00,Robbery,Robbery,23.0,"Ring Road, Opposite AIIMS Hospital, Safdarjung West, Safdarjung Campus, Ansari Nagar East, New Delhi, Delhi 110029, India",28.5685586,77.20302679999998
1 IPC 1860,"STATE BANK OF PATIALA ATM, S J ENCLAVE, NEW DELHI",2016-07-02,2016-07-03,INTERVENING DAY,SOUTH DELHI,8167047170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170028,,2017-01-23,SAFDARJUNG ENCLAVE,11:25,420,23:54,00:02,cheating,cheating,23.0,"AB- 1, Safdarjung Enclave, Kamal Cinema Building, Chaudhary Jhandu Singh Marg, Block A 1, Nauroji Nagar, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.5655076,77.19974690000002
1 IPC 1860,"S J HOSPITAL, ORTHOPAEDICS WARD, NEW DELHI",2017-01-23,2017-01-23,Monday,SOUTH DELHI,8167047170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170029,5,2017-01-23,SAFDARJUNG ENCLAVE,21:10,419/420/506,13:55,13:55,Criminal intimidation-cheating,Others,13.0,"B-35, Shivalik, Panchsheel Geetanjali Road, Opp. Malviya Nagar, Block B, Shivalik Colony, Malviya Nagar, New Delhi, Delhi 110017, India",28.535234999999997,77.207903
1 IPC 1860,"H NO.-P-12, GROUND FLOOR, HAUZ KHAS ENCLAVE, NEW DELHI",2017-01-23,2017-01-23,Monday,SOUTH DELHI,8167047170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170030,,2017-01-25,SAFDARJUNG ENCLAVE,13:15,380,10:30,13:00,Theft,Theft,10.0,"M-4 Ashirwad Complex, D-1 Green Park Main, Block A, Green Park Extension, Green Park, New Delhi, Delhi 110016, India",28.557730100000004,77.20610909999998
1 IPC 1860,"NEAR DC OFFICE, MB ROAD SAKET",2017-01-04,2017-01-04,Wednesday,SOUTH DELHI,8167056170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170005,1,2017-01-04,SAKET,03:05,392/397/411/34,00:30,00:30,Robbery-Theft,Robbery,0.0,"Sdm office, MB road,, Saket, New Delhi, Delhi 110017, India",28.5189462,77.2082589
1 IPC 1860,"F316/1 BIHAIND PNB, LADO SARAI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167056170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170015,7,2017-01-13,SAKET,21:30,188,20:00,20:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0,"Adarsh House, F-322 A, Chatri Wala Kuan, Lado Sarai, New Delhi, Delhi 110030, India",28.523911,77.19322
1 IPC 1860,"L-18D, DDA FLAT, SAKET NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167056170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170019,5,2017-01-15,SAKET,16:15,188,15:40,15:40,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0,"L 18, Ashok Vihar, Saket, New Delhi, Delhi 110017, India",28.5238816,77.21077
1 IPC 1860,"PRESS ENCLAVE ROAD NEAR MAX SMART SUPER SPECIALITY, HOSPITAL EXIT GATE",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167056170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170021,8,2017-01-16,SAKET,00:25,279/338,22:30,22:30,Rash driving-endangering safety of others,Rash driving,22.0,"Press Enclave Road, Saket, New Delhi, Delhi 110017, India",28.52867160000001,77.2136612
1 IPC 1860,"F 316/1, LADO SARAI NEAR PNB",2017-01-16,2017-01-16,Monday,SOUTH DELHI,8167056170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170022,5,2017-01-16,SAKET,16:50,188,15:30,15:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0,"Adarsh House, F-322 A, Chatri Wala Kuan, Lado Sarai, New Delhi, Delhi 110030, India",28.523911,77.19322
1 IPC 1860,"M-32 NEAR HANUMAN MANDIR, LADO SARAI DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH DELHI,8167056170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170024,6,2017-01-18,SAKET,19:25,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0,"32, Mandir Marg, Block A, Paryavaran Complex, Sainik Farm, New Delhi, Delhi 110044, India",28.517505800000002,77.2039567
